hunt_code,hunt_name,species,residency,tag,tag_category,reason,data_confidence
DB1325,Double Cone CWMU,Deer,Nonresident,FREEZER_FILLER,HUNTER_PERSONA,Meat-opportunity signal from antlerless classification or high harvest success.,MEDIUM
DB1325,Double Cone CWMU,Deer,Nonresident,ELDER_FRIENDLY,HUNTER_PERSONA,Higher-success and simpler-weapon/access signal; terrain still needs local review.,MEDIUM
DB1325,Double Cone CWMU,Deer,Nonresident,TROPHY_DREAMER,HUNTER_PERSONA,Trophy/quality-oriented class or objective context.,MEDIUM
DB1325,Double Cone CWMU,Deer,Nonresident,POINT_SAVER,HUNTER_PERSONA,High-demand quality hunt where saving points may be rational.,MEDIUM
DB1325,Double Cone CWMU,Deer,Resident,LONG_SHOT,APPLICATION_ODDS,Modeled median draw probability is 29%.,MEDIUM
DB1325,Double Cone CWMU,Deer,Resident,RANDOM_POOL_ONLY,APPLICATION_ODDS,Available modeled permits are random-pool/status oriented.,MEDIUM
DB1325,Double Cone CWMU,Deer,Resident,HIGH_HARVEST_SUCCESS,QUALITY_OBJECTIVE,Harvest success 57.1% is strong.,MEDIUM
DB1325,Double Cone CWMU,Deer,Resident,NO_VERIFIED_AGE_DATA,QUALITY_OBJECTIVE,No verified age or age-structure metric is available for this hunt code.,MEDIUM
DB1325,Double Cone CWMU,Deer,Resident,FREEZER_FILLER,HUNTER_PERSONA,Meat-opportunity signal from antlerless classification or high harvest success.,MEDIUM
DB1325,Double Cone CWMU,Deer,Resident,ELDER_FRIENDLY,HUNTER_PERSONA,Higher-success and simpler-weapon/access signal; terrain still needs local review.,MEDIUM
DB1325,Double Cone CWMU,Deer,Resident,TROPHY_DREAMER,HUNTER_PERSONA,Trophy/quality-oriented class or objective context.,MEDIUM
DB1326,Rosette CWMU,Deer,Nonresident,LONG_SHOT,APPLICATION_ODDS,Modeled median draw probability is 0%.,MEDIUM
DB1326,Rosette CWMU,Deer,Nonresident,HIGH_HARVEST_SUCCESS,QUALITY_OBJECTIVE,Harvest success 75% is strong.,MEDIUM
DB1326,Rosette CWMU,Deer,Nonresident,NO_VERIFIED_AGE_DATA,QUALITY_OBJECTIVE,No verified age or age-structure metric is available for this hunt code.,MEDIUM
DB1326,Rosette CWMU,Deer,Nonresident,FREEZER_FILLER,HUNTER_PERSONA,Meat-opportunity signal from antlerless classification or high harvest success.,MEDIUM
DB1326,Rosette CWMU,Deer,Nonresident,ELDER_FRIENDLY,HUNTER_PERSONA,Higher-success and simpler-weapon/access signal; terrain still needs local review.,MEDIUM
DB1326,Rosette CWMU,Deer,Nonresident,TROPHY_DREAMER,HUNTER_PERSONA,Trophy/quality-oriented class or objective context.,MEDIUM
DB1326,Rosette CWMU,Deer,Nonresident,POINT_SAVER,HUNTER_PERSONA,High-demand quality hunt where saving points may be rational.,MEDIUM
DB1326,Rosette CWMU,Deer,Resident,LONG_SHOT,APPLICATION_ODDS,Modeled median draw probability is 20.4%.,MEDIUM
DB1326,Rosette CWMU,Deer,Resident,RANDOM_POOL_ONLY,APPLICATION_ODDS,Available modeled permits are random-pool/status oriented.,MEDIUM
DB1326,Rosette CWMU,Deer,Resident,HIGH_HARVEST_SUCCESS,QUALITY_OBJECTIVE,Harvest success 75% is strong.,MEDIUM
DB1326,Rosette CWMU,Deer,Resident,NO_VERIFIED_AGE_DATA,QUALITY_OBJECTIVE,No verified age or age-structure metric is available for this hunt code.,MEDIUM
DB1326,Rosette CWMU,Deer,Resident,FREEZER_FILLER,HUNTER_PERSONA,Meat-opportunity signal from antlerless classification or high harvest success.,MEDIUM
DB1326,Rosette CWMU,Deer,Resident,ELDER_FRIENDLY,HUNTER_PERSONA,Higher-success and simpler-weapon/access signal; terrain still needs local review.,MEDIUM
DB1326,Rosette CWMU,Deer,Resident,TROPHY_DREAMER,HUNTER_PERSONA,Trophy/quality-oriented class or objective context.,MEDIUM
DB1327,Mountain Sky Ranch CWMU,Deer,Nonresident,LONG_SHOT,APPLICATION_ODDS,Modeled median draw probability is 0%.,MEDIUM
DB1327,Mountain Sky Ranch CWMU,Deer,Nonresident,HIGH_HARVEST_SUCCESS,QUALITY_OBJECTIVE,Harvest success 71.4% is strong.,MEDIUM
DB1327,Mountain Sky Ranch CWMU,Deer,Nonresident,NO_VERIFIED_AGE_DATA,QUALITY_OBJECTIVE,No verified age or age-structure metric is available for this hunt code.,MEDIUM
DB1327,Mountain Sky Ranch CWMU,Deer,Nonresident,FREEZER_FILLER,HUNTER_PERSONA,Meat-opportunity signal from antlerless classification or high harvest success.,MEDIUM
DB1327,Mountain Sky Ranch CWMU,Deer,Nonresident,ELDER_FRIENDLY,HUNTER_PERSONA,Higher-success and simpler-weapon/access signal; terrain still needs local review.,MEDIUM
DB1327,Mountain Sky Ranch CWMU,Deer,Nonresident,HARD_DRIVER,HUNTER_PERSONA,Likely harder or more specialized hunt class based on species/class/weapon text.,MEDIUM
DB1327,Mountain Sky Ranch CWMU,Deer,Nonresident,TROPHY_DREAMER,HUNTER_PERSONA,Trophy/quality-oriented class or objective context.,MEDIUM
DB1327,Mountain Sky Ranch CWMU,Deer,Nonresident,POINT_SAVER,HUNTER_PERSONA,High-demand quality hunt where saving points may be rational.,MEDIUM
DB1327,Mountain Sky Ranch CWMU,Deer,Nonresident,HIGH_PRESSURE_HUNT,NEW_TREND,Runtime feed marks demand pressure as high.,MEDIUM
DB1327,Mountain Sky Ranch CWMU,Deer,Resident,LONG_SHOT,APPLICATION_ODDS,Modeled median draw probability is 21.6%.,MEDIUM
DB1327,Mountain Sky Ranch CWMU,Deer,Resident,RANDOM_POOL_ONLY,APPLICATION_ODDS,Available modeled permits are random-pool/status oriented.,MEDIUM
DB1327,Mountain Sky Ranch CWMU,Deer,Resident,HIGH_HARVEST_SUCCESS,QUALITY_OBJECTIVE,Harvest success 71.4% is strong.,MEDIUM
DB1327,Mountain Sky Ranch CWMU,Deer,Resident,NO_VERIFIED_AGE_DATA,QUALITY_OBJECTIVE,No verified age or age-structure metric is available for this hunt code.,MEDIUM
DB1327,Mountain Sky Ranch CWMU,Deer,Resident,FREEZER_FILLER,HUNTER_PERSONA,Meat-opportunity signal from antlerless classification or high harvest success.,MEDIUM
DB1327,Mountain Sky Ranch CWMU,Deer,Resident,ELDER_FRIENDLY,HUNTER_PERSONA,Higher-success and simpler-weapon/access signal; terrain still needs local review.,MEDIUM
DB1327,Mountain Sky Ranch CWMU,Deer,Resident,HARD_DRIVER,HUNTER_PERSONA,Likely harder or more specialized hunt class based on species/class/weapon text.,MEDIUM
DB1327,Mountain Sky Ranch CWMU,Deer,Resident,TROPHY_DREAMER,HUNTER_PERSONA,Trophy/quality-oriented class or objective context.,MEDIUM
DB1327,Mountain Sky Ranch CWMU,Deer,Resident,HIGH_PRESSURE_HUNT,NEW_TREND,Runtime feed marks demand pressure as high.,MEDIUM
DB1328,Clear Creek CWMU,Deer,Nonresident,LONG_SHOT,APPLICATION_ODDS,Modeled median draw probability is 0%.,MEDIUM
DB1328,Clear Creek CWMU,Deer,Nonresident,NO_VERIFIED_AGE_DATA,QUALITY_OBJECTIVE,No verified age or age-structure metric is available for this hunt code.,MEDIUM
DB1328,Clear Creek CWMU,Deer,Nonresident,TROPHY_DREAMER,HUNTER_PERSONA,Trophy/quality-oriented class or objective context.,MEDIUM
DB1328,Clear Creek CWMU,Deer,Nonresident,POINT_SAVER,HUNTER_PERSONA,High-demand quality hunt where saving points may be rational.,MEDIUM
DB1328,Clear Creek CWMU,Deer,Resident,LONG_SHOT,APPLICATION_ODDS,Modeled median draw probability is 44.2%.,MEDIUM
DB1328,Clear Creek CWMU,Deer,Resident,RANDOM_POOL_ONLY,APPLICATION_ODDS,Available modeled permits are random-pool/status oriented.,MEDIUM
DB1328,Clear Creek CWMU,Deer,Resident,NO_VERIFIED_AGE_DATA,QUALITY_OBJECTIVE,No verified age or age-structure metric is available for this hunt code.,MEDIUM
DB1328,Clear Creek CWMU,Deer,Resident,TROPHY_DREAMER,HUNTER_PERSONA,Trophy/quality-oriented class or objective context.,MEDIUM
DB1330,Iron Spring CWMU,Deer,Nonresident,LONG_SHOT,APPLICATION_ODDS,Modeled median draw probability is 0%.,MEDIUM
DB1330,Iron Spring CWMU,Deer,Nonresident,HIGH_HARVEST_SUCCESS,QUALITY_OBJECTIVE,Harvest success 100% is strong.,MEDIUM
DB1330,Iron Spring CWMU,Deer,Nonresident,NO_VERIFIED_AGE_DATA,QUALITY_OBJECTIVE,No verified age or age-structure metric is available for this hunt code.,MEDIUM
DB1330,Iron Spring CWMU,Deer,Nonresident,FREEZER_FILLER,HUNTER_PERSONA,Meat-opportunity signal from antlerless classification or high harvest success.,MEDIUM
DB1330,Iron Spring CWMU,Deer,Nonresident,ELDER_FRIENDLY,HUNTER_PERSONA,Higher-success and simpler-weapon/access signal; terrain still needs local review.,MEDIUM
DB1330,Iron Spring CWMU,Deer,Nonresident,TROPHY_DREAMER,HUNTER_PERSONA,Trophy/quality-oriented class or objective context.,MEDIUM
DB1330,Iron Spring CWMU,Deer,Nonresident,POINT_SAVER,HUNTER_PERSONA,High-demand quality hunt where saving points may be rational.,MEDIUM
DB1330,Iron Spring CWMU,Deer,Nonresident,HIGH_PRESSURE_HUNT,NEW_TREND,Runtime feed marks demand pressure as high.,MEDIUM
DB1330,Iron Spring CWMU,Deer,Nonresident,SLEEPER_CANDIDATE,NEW_TREND,harvest success above peer median; permit count at or above peer median; point creep not worse than peer median; not an obvious marquee hunt name,MEDIUM
DB1330,Iron Spring CWMU,Deer,Nonresident,OVERLOOKED_OPPORTUNITY,NEW_TREND,Positive sleeper heuristic; verify before applying.,MEDIUM
DB1330,Iron Spring CWMU,Deer,Nonresident,OPPORTUNIST,HUNTER_PERSONA,Better-than-peer opportunity signal.,MEDIUM
DB1330,Iron Spring CWMU,Deer,Resident,LONG_SHOT,APPLICATION_ODDS,Modeled median draw probability is 11.7%.,MEDIUM
DB1330,Iron Spring CWMU,Deer,Resident,RANDOM_POOL_ONLY,APPLICATION_ODDS,Available modeled permits are random-pool/status oriented.,MEDIUM
DB1330,Iron Spring CWMU,Deer,Resident,HIGH_HARVEST_SUCCESS,QUALITY_OBJECTIVE,Harvest success 100% is strong.,MEDIUM
DB1330,Iron Spring CWMU,Deer,Resident,NO_VERIFIED_AGE_DATA,QUALITY_OBJECTIVE,No verified age or age-structure metric is available for this hunt code.,MEDIUM
DB1330,Iron Spring CWMU,Deer,Resident,FREEZER_FILLER,HUNTER_PERSONA,Meat-opportunity signal from antlerless classification or high harvest success.,MEDIUM
DB1330,Iron Spring CWMU,Deer,Resident,ELDER_FRIENDLY,HUNTER_PERSONA,Higher-success and simpler-weapon/access signal; terrain still needs local review.,MEDIUM
DB1330,Iron Spring CWMU,Deer,Resident,TROPHY_DREAMER,HUNTER_PERSONA,Trophy/quality-oriented class or objective context.,MEDIUM
DB1330,Iron Spring CWMU,Deer,Resident,POINT_SAVER,HUNTER_PERSONA,High-demand quality hunt where saving points may be rational.,MEDIUM
DB1330,Iron Spring CWMU,Deer,Resident,HIGH_PRESSURE_HUNT,NEW_TREND,Runtime feed marks demand pressure as high.,MEDIUM
DB1330,Iron Spring CWMU,Deer,Resident,SLEEPER_CANDIDATE,NEW_TREND,better odds than peer median; harvest success above peer median; permit count at or above peer median; not an obvious marquee hunt name,MEDIUM
DB1330,Iron Spring CWMU,Deer,Resident,OVERLOOKED_OPPORTUNITY,NEW_TREND,Positive sleeper heuristic; verify before applying.,MEDIUM
DB1330,Iron Spring CWMU,Deer,Resident,OPPORTUNIST,HUNTER_PERSONA,Better-than-peer opportunity signal.,MEDIUM
DB1331,Raft River CWMU,Deer,Nonresident,LONG_SHOT,APPLICATION_ODDS,Modeled median draw probability is 0%.,MEDIUM
DB1331,Raft River CWMU,Deer,Nonresident,HIGH_HARVEST_SUCCESS,QUALITY_OBJECTIVE,Harvest success 90% is strong.,MEDIUM
DB1331,Raft River CWMU,Deer,Nonresident,NO_VERIFIED_AGE_DATA,QUALITY_OBJECTIVE,No verified age or age-structure metric is available for this hunt code.,MEDIUM
DB1331,Raft River CWMU,Deer,Nonresident,FREEZER_FILLER,HUNTER_PERSONA,Meat-opportunity signal from antlerless classification or high harvest success.,MEDIUM
DB1331,Raft River CWMU,Deer,Nonresident,ELDER_FRIENDLY,HUNTER_PERSONA,Higher-success and simpler-weapon/access signal; terrain still needs local review.,MEDIUM
DB1331,Raft River CWMU,Deer,Nonresident,TROPHY_DREAMER,HUNTER_PERSONA,Trophy/quality-oriented class or objective context.,MEDIUM
DB1331,Raft River CWMU,Deer,Nonresident,POINT_SAVER,HUNTER_PERSONA,High-demand quality hunt where saving points may be rational.,MEDIUM
DB1331,Raft River CWMU,Deer,Nonresident,HIGH_PRESSURE_HUNT,NEW_TREND,Runtime feed marks demand pressure as high.,MEDIUM
DB1331,Raft River CWMU,Deer,Resident,LONG_SHOT,APPLICATION_ODDS,Modeled median draw probability is 0%.,MEDIUM
DB1331,Raft River CWMU,Deer,Resident,POINT_CREEP_WARNING,APPLICATION_ODDS,Guaranteed line moved by 1 point(s).,MEDIUM
DB1331,Raft River CWMU,Deer,Resident,MAX_POINT_HUNT,APPLICATION_ODDS,Hunt has a meaningful max-point draw line.,MEDIUM
DB1331,Raft River CWMU,Deer,Resident,HIGH_HARVEST_SUCCESS,QUALITY_OBJECTIVE,Harvest success 90% is strong.,MEDIUM
DB1331,Raft River CWMU,Deer,Resident,NO_VERIFIED_AGE_DATA,QUALITY_OBJECTIVE,No verified age or age-structure metric is available for this hunt code.,MEDIUM
DB1331,Raft River CWMU,Deer,Resident,FREEZER_FILLER,HUNTER_PERSONA,Meat-opportunity signal from antlerless classification or high harvest success.,MEDIUM
DB1331,Raft River CWMU,Deer,Resident,ELDER_FRIENDLY,HUNTER_PERSONA,Higher-success and simpler-weapon/access signal; terrain still needs local review.,MEDIUM
DB1331,Raft River CWMU,Deer,Resident,TROPHY_DREAMER,HUNTER_PERSONA,Trophy/quality-oriented class or objective context.,MEDIUM
DB1331,Raft River CWMU,Deer,Resident,POINT_SAVER,HUNTER_PERSONA,High-demand quality hunt where saving points may be rational.,MEDIUM
DB1331,Raft River CWMU,Deer,Resident,HIGH_PRESSURE_HUNT,NEW_TREND,Runtime feed marks demand pressure as high.,MEDIUM
DB1332,West Ridge CWMU,Deer,Nonresident,LONG_SHOT,APPLICATION_ODDS,Modeled median draw probability is 0%.,MEDIUM
DB1332,West Ridge CWMU,Deer,Nonresident,HIGH_HARVEST_SUCCESS,QUALITY_OBJECTIVE,Harvest success 60% is strong.,MEDIUM
DB1332,West Ridge CWMU,Deer,Nonresident,NO_VERIFIED_AGE_DATA,QUALITY_OBJECTIVE,No verified age or age-structure metric is available for this hunt code.,MEDIUM
DB1332,West Ridge CWMU,Deer,Nonresident,FREEZER_FILLER,HUNTER_PERSONA,Meat-opportunity signal from antlerless classification or high harvest success.,MEDIUM
DB1332,West Ridge CWMU,Deer,Nonresident,ELDER_FRIENDLY,HUNTER_PERSONA,Higher-success and simpler-weapon/access signal; terrain still needs local review.,MEDIUM
DB1332,West Ridge CWMU,Deer,Nonresident,TROPHY_DREAMER,HUNTER_PERSONA,Trophy/quality-oriented class or objective context.,MEDIUM
DB1332,West Ridge CWMU,Deer,Nonresident,POINT_SAVER,HUNTER_PERSONA,High-demand quality hunt where saving points may be rational.,MEDIUM
DB1332,West Ridge CWMU,Deer,Nonresident,HIGH_PRESSURE_HUNT,NEW_TREND,Runtime feed marks demand pressure as high.,MEDIUM
DB1332,West Ridge CWMU,Deer,Resident,LONG_SHOT,APPLICATION_ODDS,Modeled median draw probability is 0%.,MEDIUM
DB1332,West Ridge CWMU,Deer,Resident,HIGH_HARVEST_SUCCESS,QUALITY_OBJECTIVE,Harvest success 60% is strong.,MEDIUM
DB1332,West Ridge CWMU,Deer,Resident,NO_VERIFIED_AGE_DATA,QUALITY_OBJECTIVE,No verified age or age-structure metric is available for this hunt code.,MEDIUM
DB1332,West Ridge CWMU,Deer,Resident,FREEZER_FILLER,HUNTER_PERSONA,Meat-opportunity signal from antlerless classification or high harvest success.,MEDIUM
DB1332,West Ridge CWMU,Deer,Resident,ELDER_FRIENDLY,HUNTER_PERSONA,Higher-success and simpler-weapon/access signal; terrain still needs local review.,MEDIUM
DB1332,West Ridge CWMU,Deer,Resident,TROPHY_DREAMER,HUNTER_PERSONA,Trophy/quality-oriented class or objective context.,MEDIUM
DB1332,West Ridge CWMU,Deer,Resident,POINT_SAVER,HUNTER_PERSONA,High-demand quality hunt where saving points may be rational.,MEDIUM
DB1332,West Ridge CWMU,Deer,Resident,HIGH_PRESSURE_HUNT,NEW_TREND,Runtime feed marks demand pressure as high.,MEDIUM
DB1333,5S CWMU,Deer,Nonresident,LONG_SHOT,APPLICATION_ODDS,Modeled median draw probability is 0%.,MEDIUM
DB1333,5S CWMU,Deer,Nonresident,NO_VERIFIED_AGE_DATA,QUALITY_OBJECTIVE,No verified age or age-structure metric is available for this hunt code.,MEDIUM
DB1333,5S CWMU,Deer,Nonresident,TROPHY_DREAMER,HUNTER_PERSONA,Trophy/quality-oriented class or objective context.,MEDIUM
DB1333,5S CWMU,Deer,Nonresident,POINT_SAVER,HUNTER_PERSONA,High-demand quality hunt where saving points may be rational.,MEDIUM
DB1333,5S CWMU,Deer,Resident,LONG_SHOT,APPLICATION_ODDS,Modeled median draw probability is 0%.,MEDIUM
DB1333,5S CWMU,Deer,Resident,NO_VERIFIED_AGE_DATA,QUALITY_OBJECTIVE,No verified age or age-structure metric is available for this hunt code.,MEDIUM
DB1333,5S CWMU,Deer,Resident,TROPHY_DREAMER,HUNTER_PERSONA,Trophy/quality-oriented class or objective context.,MEDIUM
DB1333,5S CWMU,Deer,Resident,POINT_SAVER,HUNTER_PERSONA,High-demand quality hunt where saving points may be rational.,MEDIUM
DB1334,Alton - Cactus Buck CWMU,Deer,Nonresident,LONG_SHOT,APPLICATION_ODDS,Modeled median draw probability is 0%.,MEDIUM
DB1334,Alton - Cactus Buck CWMU,Deer,Nonresident,HIGH_HARVEST_SUCCESS,QUALITY_OBJECTIVE,Harvest success 100% is strong.,MEDIUM
DB1334,Alton - Cactus Buck CWMU,Deer,Nonresident,NO_VERIFIED_AGE_DATA,QUALITY_OBJECTIVE,No verified age or age-structure metric is available for this hunt code.,MEDIUM
DB1334,Alton - Cactus Buck CWMU,Deer,Nonresident,FREEZER_FILLER,HUNTER_PERSONA,Meat-opportunity signal from antlerless classification or high harvest success.,MEDIUM
DB1334,Alton - Cactus Buck CWMU,Deer,Nonresident,ELDER_FRIENDLY,HUNTER_PERSONA,Higher-success and simpler-weapon/access signal; terrain still needs local review.,MEDIUM
DB1334,Alton - Cactus Buck CWMU,Deer,Nonresident,TROPHY_DREAMER,HUNTER_PERSONA,Trophy/quality-oriented class or objective context.,MEDIUM
DB1334,Alton - Cactus Buck CWMU,Deer,Nonresident,POINT_SAVER,HUNTER_PERSONA,High-demand quality hunt where saving points may be rational.,MEDIUM
DB1334,Alton - Cactus Buck CWMU,Deer,Nonresident,HIGH_PRESSURE_HUNT,NEW_TREND,Runtime feed marks demand pressure as high.,MEDIUM
DB1334,Alton - Cactus Buck CWMU,Deer,Nonresident,SLEEPER_CANDIDATE,NEW_TREND,harvest success above peer median; permit count at or above peer median; point creep not worse than peer median; not an obvious marquee hunt name,MEDIUM
DB1334,Alton - Cactus Buck CWMU,Deer,Nonresident,OVERLOOKED_OPPORTUNITY,NEW_TREND,Positive sleeper heuristic; verify before applying.,MEDIUM
DB1334,Alton - Cactus Buck CWMU,Deer,Nonresident,OPPORTUNIST,HUNTER_PERSONA,Better-than-peer opportunity signal.,MEDIUM
DB1334,Alton - Cactus Buck CWMU,Deer,Resident,LONG_SHOT,APPLICATION_ODDS,Modeled median draw probability is 31.9%.,MEDIUM
DB1334,Alton - Cactus Buck CWMU,Deer,Resident,RANDOM_POOL_ONLY,APPLICATION_ODDS,Available modeled permits are random-pool/status oriented.,MEDIUM
DB1334,Alton - Cactus Buck CWMU,Deer,Resident,HIGH_HARVEST_SUCCESS,QUALITY_OBJECTIVE,Harvest success 100% is strong.,MEDIUM
DB1334,Alton - Cactus Buck CWMU,Deer,Resident,NO_VERIFIED_AGE_DATA,QUALITY_OBJECTIVE,No verified age or age-structure metric is available for this hunt code.,MEDIUM
DB1334,Alton - Cactus Buck CWMU,Deer,Resident,FREEZER_FILLER,HUNTER_PERSONA,Meat-opportunity signal from antlerless classification or high harvest success.,MEDIUM
DB1334,Alton - Cactus Buck CWMU,Deer,Resident,ELDER_FRIENDLY,HUNTER_PERSONA,Higher-success and simpler-weapon/access signal; terrain still needs local review.,MEDIUM
DB1334,Alton - Cactus Buck CWMU,Deer,Resident,TROPHY_DREAMER,HUNTER_PERSONA,Trophy/quality-oriented class or objective context.,MEDIUM
DB1334,Alton - Cactus Buck CWMU,Deer,Resident,HIGH_PRESSURE_HUNT,NEW_TREND,Runtime feed marks demand pressure as high.,MEDIUM
DB1334,Alton - Cactus Buck CWMU,Deer,Resident,SLEEPER_CANDIDATE,NEW_TREND,better odds than peer median; harvest success above peer median; permit count at or above peer median; not an obvious marquee hunt name,MEDIUM
DB1334,Alton - Cactus Buck CWMU,Deer,Resident,OVERLOOKED_OPPORTUNITY,NEW_TREND,Positive sleeper heuristic; verify before applying.,MEDIUM
DB1334,Alton - Cactus Buck CWMU,Deer,Resident,OPPORTUNIST,HUNTER_PERSONA,Better-than-peer opportunity signal.,MEDIUM
DB1335,Big Piney Ranch CWMU,Deer,Nonresident,LONG_SHOT,APPLICATION_ODDS,Modeled median draw probability is 0%.,MEDIUM
DB1335,Big Piney Ranch CWMU,Deer,Nonresident,HIGH_HARVEST_SUCCESS,QUALITY_OBJECTIVE,Harvest success 100% is strong.,MEDIUM
DB1335,Big Piney Ranch CWMU,Deer,Nonresident,NO_VERIFIED_AGE_DATA,QUALITY_OBJECTIVE,No verified age or age-structure metric is available for this hunt code.,MEDIUM
DB1335,Big Piney Ranch CWMU,Deer,Nonresident,FREEZER_FILLER,HUNTER_PERSONA,Meat-opportunity signal from antlerless classification or high harvest success.,MEDIUM
DB1335,Big Piney Ranch CWMU,Deer,Nonresident,ELDER_FRIENDLY,HUNTER_PERSONA,Higher-success and simpler-weapon/access signal; terrain still needs local review.,MEDIUM
DB1335,Big Piney Ranch CWMU,Deer,Nonresident,TROPHY_DREAMER,HUNTER_PERSONA,Trophy/quality-oriented class or objective context.,MEDIUM
DB1335,Big Piney Ranch CWMU,Deer,Nonresident,POINT_SAVER,HUNTER_PERSONA,High-demand quality hunt where saving points may be rational.,MEDIUM
DB1335,Big Piney Ranch CWMU,Deer,Nonresident,HIGH_PRESSURE_HUNT,NEW_TREND,Runtime feed marks demand pressure as high.,MEDIUM
DB1335,Big Piney Ranch CWMU,Deer,Nonresident,SLEEPER_CANDIDATE,NEW_TREND,harvest success above peer median; permit count at or above peer median; point creep not worse than peer median; not an obvious marquee hunt name,MEDIUM
DB1335,Big Piney Ranch CWMU,Deer,Nonresident,OVERLOOKED_OPPORTUNITY,NEW_TREND,Positive sleeper heuristic; verify before applying.,MEDIUM
DB1335,Big Piney Ranch CWMU,Deer,Nonresident,OPPORTUNIST,HUNTER_PERSONA,Better-than-peer opportunity signal.,MEDIUM
DB1335,Big Piney Ranch CWMU,Deer,Resident,LONG_SHOT,APPLICATION_ODDS,Modeled median draw probability is 12.3%.,MEDIUM
DB1335,Big Piney Ranch CWMU,Deer,Resident,RANDOM_POOL_ONLY,APPLICATION_ODDS,Available modeled permits are random-pool/status oriented.,MEDIUM
DB1335,Big Piney Ranch CWMU,Deer,Resident,HIGH_HARVEST_SUCCESS,QUALITY_OBJECTIVE,Harvest success 100% is strong.,MEDIUM
DB1335,Big Piney Ranch CWMU,Deer,Resident,NO_VERIFIED_AGE_DATA,QUALITY_OBJECTIVE,No verified age or age-structure metric is available for this hunt code.,MEDIUM
DB1335,Big Piney Ranch CWMU,Deer,Resident,FREEZER_FILLER,HUNTER_PERSONA,Meat-opportunity signal from antlerless classification or high harvest success.,MEDIUM
DB1335,Big Piney Ranch CWMU,Deer,Resident,ELDER_FRIENDLY,HUNTER_PERSONA,Higher-success and simpler-weapon/access signal; terrain still needs local review.,MEDIUM
DB1335,Big Piney Ranch CWMU,Deer,Resident,TROPHY_DREAMER,HUNTER_PERSONA,Trophy/quality-oriented class or objective context.,MEDIUM
DB1335,Big Piney Ranch CWMU,Deer,Resident,POINT_SAVER,HUNTER_PERSONA,High-demand quality hunt where saving points may be rational.,MEDIUM
DB1335,Big Piney Ranch CWMU,Deer,Resident,HIGH_PRESSURE_HUNT,NEW_TREND,Runtime feed marks demand pressure as high.,MEDIUM
DB1335,Big Piney Ranch CWMU,Deer,Resident,SLEEPER_CANDIDATE,NEW_TREND,better odds than peer median; harvest success above peer median; permit count at or above peer median; not an obvious marquee hunt name,MEDIUM
DB1335,Big Piney Ranch CWMU,Deer,Resident,OVERLOOKED_OPPORTUNITY,NEW_TREND,Positive sleeper heuristic; verify before applying.,MEDIUM
DB1335,Big Piney Ranch CWMU,Deer,Resident,OPPORTUNIST,HUNTER_PERSONA,Better-than-peer opportunity signal.,MEDIUM
DB1336,First Light CWMU,Deer,Nonresident,LONG_SHOT,APPLICATION_ODDS,Modeled median draw probability is 0%.,MEDIUM
DB1336,First Light CWMU,Deer,Nonresident,HIGH_HARVEST_SUCCESS,QUALITY_OBJECTIVE,Harvest success 75% is strong.,MEDIUM
DB1336,First Light CWMU,Deer,Nonresident,NO_VERIFIED_AGE_DATA,QUALITY_OBJECTIVE,No verified age or age-structure metric is available for this hunt code.,MEDIUM
DB1336,First Light CWMU,Deer,Nonresident,FREEZER_FILLER,HUNTER_PERSONA,Meat-opportunity signal from antlerless classification or high harvest success.,MEDIUM
DB1336,First Light CWMU,Deer,Nonresident,ELDER_FRIENDLY,HUNTER_PERSONA,Higher-success and simpler-weapon/access signal; terrain still needs local review.,MEDIUM
DB1336,First Light CWMU,Deer,Nonresident,TROPHY_DREAMER,HUNTER_PERSONA,Trophy/quality-oriented class or objective context.,MEDIUM
DB1336,First Light CWMU,Deer,Nonresident,POINT_SAVER,HUNTER_PERSONA,High-demand quality hunt where saving points may be rational.,MEDIUM
DB1336,First Light CWMU,Deer,Nonresident,HIGH_PRESSURE_HUNT,NEW_TREND,Runtime feed marks demand pressure as high.,MEDIUM
DB1336,First Light CWMU,Deer,Resident,WITHIN_REACH,APPLICATION_ODDS,Modeled median draw probability is 94.4%.,MEDIUM
DB1336,First Light CWMU,Deer,Resident,RANDOM_POOL_ONLY,APPLICATION_ODDS,Available modeled permits are random-pool/status oriented.,MEDIUM
DB1336,First Light CWMU,Deer,Resident,HIGH_HARVEST_SUCCESS,QUALITY_OBJECTIVE,Harvest success 75% is strong.,MEDIUM
DB1336,First Light CWMU,Deer,Resident,NO_VERIFIED_AGE_DATA,QUALITY_OBJECTIVE,No verified age or age-structure metric is available for this hunt code.,MEDIUM
DB1336,First Light CWMU,Deer,Resident,FREEZER_FILLER,HUNTER_PERSONA,Meat-opportunity signal from antlerless classification or high harvest success.,MEDIUM
DB1336,First Light CWMU,Deer,Resident,ELDER_FRIENDLY,HUNTER_PERSONA,Higher-success and simpler-weapon/access signal; terrain still needs local review.,MEDIUM
DB1336,First Light CWMU,Deer,Resident,TROPHY_DREAMER,HUNTER_PERSONA,Trophy/quality-oriented class or objective context.,MEDIUM
DB1336,First Light CWMU,Deer,Resident,HIGH_PRESSURE_HUNT,NEW_TREND,Runtime feed marks demand pressure as high.,MEDIUM
DB1337,Little Pole Canyon CWMU,Deer,Nonresident,LONG_SHOT,APPLICATION_ODDS,Modeled median draw probability is 0%.,MEDIUM
