hunt_code,species,hunt_name,unit,weapon,permits_2026,classification,modeled,has_prediction,has_point_ladder,has_crosswalk,has_harvest_evidence,has_coverage_record,display_odds_or_probability,model_version,final_state,gate_status,manual_review_required,source_current_database,source_prediction,source_crosswalk,source_coverage
EL3154,Elk,Boulder,,Muzzleloader,,Landowner and other private big-game permit categories are target-scope inventory items but excluded from predictive public draw modeling.,true,true,true,false,false,true,,,PREDICTION_ELIGIBLE_AND_MODELED,PASS,false,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,processed_data/draw_reality_engine_predictive_v2.csv,,processed_data/draw_system_coverage_report.csv
EL3190,Elk,Boulder,,Archery,,Landowner and other private big-game permit categories are target-scope inventory items but excluded from predictive public draw modeling.,true,true,true,false,false,true,,,PREDICTION_ELIGIBLE_AND_MODELED,PASS,false,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,processed_data/draw_reality_engine_predictive_v2.csv,,processed_data/draw_system_coverage_report.csv
EL3191,Elk,Boulder,,Any Legal Weapon,,Landowner and other private big-game permit categories are target-scope inventory items but excluded from predictive public draw modeling.,true,true,true,false,false,true,,,PREDICTION_ELIGIBLE_AND_MODELED,PASS,false,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,processed_data/draw_reality_engine_predictive_v2.csv,,processed_data/draw_system_coverage_report.csv
BR7013,Black Bear,Fishlake/Thousand Lakes,,Any Legal Weapon,,"Public limited-entry and restricted-pursuit bear rows use the Utah bonus model only when the source history proves real draw status, valid quota, and modeled bonus probabilities.",true,true,true,false,true,true,2.9,hybrid_ml_v2.1.0,PREDICTION_ELIGIBLE_AND_MODELED,PASS,false,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,processed_data/draw_reality_engine_predictive_v2.csv,,processed_data/draw_system_coverage_report.csv
BR7115,Black Bear,Fishlake/Thousand Lakes,,Any Legal Weapon,,"Public limited-entry and restricted-pursuit bear rows use the Utah bonus model only when the source history proves real draw status, valid quota, and modeled bonus probabilities.",true,true,true,false,true,true,3.0,hybrid_ml_v2.1.0,PREDICTION_ELIGIBLE_AND_MODELED,PASS,false,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,processed_data/draw_reality_engine_predictive_v2.csv,,processed_data/draw_system_coverage_report.csv
BR7216,Black Bear,Fishlake/Thousand Lakes,,Any Legal Weapon,,"Public limited-entry and restricted-pursuit bear rows use the Utah bonus model only when the source history proves real draw status, valid quota, and modeled bonus probabilities.",true,true,true,false,true,true,1.9,hybrid_ml_v2.1.0,PREDICTION_ELIGIBLE_AND_MODELED,PASS,false,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,processed_data/draw_reality_engine_predictive_v2.csv,,processed_data/draw_system_coverage_report.csv
BR7311,Black Bear,Fishlake/Thousand Lakes,,Multiseason,,"Public limited-entry and restricted-pursuit bear rows use the Utah bonus model only when the source history proves real draw status, valid quota, and modeled bonus probabilities.",true,true,true,false,true,true,0.5,hybrid_ml_v2.1.0,PREDICTION_ELIGIBLE_AND_MODELED,PASS,false,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,processed_data/draw_reality_engine_predictive_v2.csv,,processed_data/draw_system_coverage_report.csv
EA1078,Elk,Fishlake/Thousand Lakes,,Any Legal Weapon,,Youth antlerless/doe reserve rows stay separate from adult antlerless/doe preference models until youth reserve mechanics are source-proven.,true,true,true,false,true,true,0.0,,PREDICTION_ELIGIBLE_AND_MODELED,PASS,false,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,processed_data/draw_reality_engine_predictive_v2.csv,,processed_data/draw_system_coverage_report.csv
EB3018,Elk,Fishlake/Thousand Lakes,,Archery,,Modeled by the accepted Utah bonus predictive engine.,true,true,true,false,true,true,0.002358,hybrid_ml_v2.1.0,PREDICTION_ELIGIBLE_AND_MODELED,PASS,false,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,processed_data/draw_reality_engine_predictive_v2.csv,,processed_data/draw_system_coverage_report.csv
EB3063,Elk,Fishlake/Thousand Lakes,,Early Any Legal Weapon,,Modeled by the accepted Utah bonus predictive engine.,true,true,true,false,true,true,0.000554,hybrid_ml_v2.1.0,PREDICTION_ELIGIBLE_AND_MODELED,PASS,false,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,processed_data/draw_reality_engine_predictive_v2.csv,,processed_data/draw_system_coverage_report.csv
EB3064,Elk,Fishlake/Thousand Lakes,,Mid Any Legal Weapon,,Modeled by the accepted Utah bonus predictive engine.,true,true,true,false,true,true,0.002678,hybrid_ml_v2.1.0,PREDICTION_ELIGIBLE_AND_MODELED,PASS,false,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,processed_data/draw_reality_engine_predictive_v2.csv,,processed_data/draw_system_coverage_report.csv
EB3065,Elk,Fishlake/Thousand Lakes,,Late Any Legal Weapon,,Modeled by the accepted Utah bonus predictive engine.,true,true,true,false,true,true,0.002214,hybrid_ml_v2.1.0,PREDICTION_ELIGIBLE_AND_MODELED,PASS,false,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,processed_data/draw_reality_engine_predictive_v2.csv,,processed_data/draw_system_coverage_report.csv
EB3096,Elk,Fishlake/Thousand Lakes,,Muzzleloader,,Modeled by the accepted Utah bonus predictive engine.,true,true,true,false,true,true,0.001848,hybrid_ml_v2.1.0,PREDICTION_ELIGIBLE_AND_MODELED,PASS,false,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,processed_data/draw_reality_engine_predictive_v2.csv,,processed_data/draw_system_coverage_report.csv
EB3120,Elk,Fishlake/Thousand Lakes,,Multiseason,,Modeled by the accepted Utah bonus predictive engine.,true,true,true,false,true,true,0.000960,hybrid_ml_v2.1.0,PREDICTION_ELIGIBLE_AND_MODELED,PASS,false,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,processed_data/draw_reality_engine_predictive_v2.csv,,processed_data/draw_system_coverage_report.csv
EB3192,Elk,Fishlake/Thousand Lakes,,Late Archery,,Modeled by the accepted Utah bonus predictive engine.,true,true,true,false,true,true,0.052632,hybrid_ml_v2.1.0,PREDICTION_ELIGIBLE_AND_MODELED,PASS,false,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,processed_data/draw_reality_engine_predictive_v2.csv,,processed_data/draw_system_coverage_report.csv
EL3018,Elk,Fishlake/Thousand Lakes,,Archery,,Landowner and other private big-game permit categories are target-scope inventory items but excluded from predictive public draw modeling.,true,true,true,false,false,true,,,PREDICTION_ELIGIBLE_AND_MODELED,PASS,false,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,processed_data/draw_reality_engine_predictive_v2.csv,,processed_data/draw_system_coverage_report.csv
EL3063,Elk,Fishlake/Thousand Lakes,,Any Legal Weapon,,Landowner and other private big-game permit categories are target-scope inventory items but excluded from predictive public draw modeling.,true,true,true,false,false,true,,,PREDICTION_ELIGIBLE_AND_MODELED,PASS,false,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,processed_data/draw_reality_engine_predictive_v2.csv,,processed_data/draw_system_coverage_report.csv
EL3064,Elk,Fishlake/Thousand Lakes,,Any Legal Weapon,,Landowner and other private big-game permit categories are target-scope inventory items but excluded from predictive public draw modeling.,true,true,true,false,false,true,,,PREDICTION_ELIGIBLE_AND_MODELED,PASS,false,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,processed_data/draw_reality_engine_predictive_v2.csv,,processed_data/draw_system_coverage_report.csv
EL3065,Elk,Fishlake/Thousand Lakes,,Any Legal Weapon,,Landowner and other private big-game permit categories are target-scope inventory items but excluded from predictive public draw modeling.,true,true,true,false,true,true,,,PREDICTION_ELIGIBLE_AND_MODELED,PASS,false,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,processed_data/draw_reality_engine_predictive_v2.csv,,processed_data/draw_system_coverage_report.csv
EL3096,Elk,Fishlake/Thousand Lakes,,Muzzleloader,,Landowner and other private big-game permit categories are target-scope inventory items but excluded from predictive public draw modeling.,true,true,true,false,false,true,,,PREDICTION_ELIGIBLE_AND_MODELED,PASS,false,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,processed_data/draw_reality_engine_predictive_v2.csv,,processed_data/draw_system_coverage_report.csv
EL3192,Elk,Fishlake/Thousand Lakes,,Archery,,Landowner and other private big-game permit categories are target-scope inventory items but excluded from predictive public draw modeling.,true,true,true,false,false,true,,,PREDICTION_ELIGIBLE_AND_MODELED,PASS,false,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,processed_data/draw_reality_engine_predictive_v2.csv,,processed_data/draw_system_coverage_report.csv
EB3019,Elk,San Juan Bull Elk,,Archery,,Modeled by the accepted Utah bonus predictive engine.,true,true,true,false,true,true,0.000123,hybrid_ml_v2.1.0,PREDICTION_ELIGIBLE_AND_MODELED,PASS,false,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,processed_data/draw_reality_engine_predictive_v2.csv,,processed_data/draw_system_coverage_report.csv
EB3066,Elk,San Juan Bull Elk,,Early Any Legal Weapon,,Modeled by the accepted Utah bonus predictive engine.,true,true,true,false,true,true,0.000060,hybrid_ml_v2.1.0,PREDICTION_ELIGIBLE_AND_MODELED,PASS,false,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,processed_data/draw_reality_engine_predictive_v2.csv,,processed_data/draw_system_coverage_report.csv
EB3067,Elk,San Juan Bull Elk,,Late Any Legal Weapon,,Modeled by the accepted Utah bonus predictive engine.,true,true,true,false,true,true,0.000519,hybrid_ml_v2.1.0,PREDICTION_ELIGIBLE_AND_MODELED,PASS,false,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,processed_data/draw_reality_engine_predictive_v2.csv,,processed_data/draw_system_coverage_report.csv
EB3097,Elk,San Juan Bull Elk,,Muzzleloader,,Modeled by the accepted Utah bonus predictive engine.,true,true,true,false,true,true,0.000287,hybrid_ml_v2.1.0,PREDICTION_ELIGIBLE_AND_MODELED,PASS,false,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,processed_data/draw_reality_engine_predictive_v2.csv,,processed_data/draw_system_coverage_report.csv
EB3121,Elk,San Juan Bull Elk,,Multiseason,,Modeled by the accepted Utah bonus predictive engine.,true,true,true,false,true,true,0.000450,hybrid_ml_v2.1.0,PREDICTION_ELIGIBLE_AND_MODELED,PASS,false,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,processed_data/draw_reality_engine_predictive_v2.csv,,processed_data/draw_system_coverage_report.csv
EB3193,Elk,San Juan Bull Elk,,Late Archery,,Modeled by the accepted Utah bonus predictive engine.,true,true,true,false,true,true,0.007812,hybrid_ml_v2.1.0,PREDICTION_ELIGIBLE_AND_MODELED,PASS,false,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,processed_data/draw_reality_engine_predictive_v2.csv,,processed_data/draw_system_coverage_report.csv
EB3194,Elk,San Juan Bull Elk,,Mid Any Legal Weapon,,Modeled by the accepted Utah bonus predictive engine.,true,true,true,false,true,true,0.000720,hybrid_ml_v2.1.0,PREDICTION_ELIGIBLE_AND_MODELED,PASS,false,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,processed_data/draw_reality_engine_predictive_v2.csv,,processed_data/draw_system_coverage_report.csv
EL3019,Elk,San Juan Bull Elk,,Archery,,Landowner and other private big-game permit categories are target-scope inventory items but excluded from predictive public draw modeling.,true,true,true,false,false,true,,,PREDICTION_ELIGIBLE_AND_MODELED,PASS,false,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,processed_data/draw_reality_engine_predictive_v2.csv,,processed_data/draw_system_coverage_report.csv
EL3066,Elk,San Juan Bull Elk,,Any Legal Weapon,,Landowner and other private big-game permit categories are target-scope inventory items but excluded from predictive public draw modeling.,true,true,true,false,true,true,,,PREDICTION_ELIGIBLE_AND_MODELED,PASS,false,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,processed_data/draw_reality_engine_predictive_v2.csv,,processed_data/draw_system_coverage_report.csv
EL3067,Elk,San Juan Bull Elk,,Any Legal Weapon,,Landowner and other private big-game permit categories are target-scope inventory items but excluded from predictive public draw modeling.,true,true,true,false,false,true,,,PREDICTION_ELIGIBLE_AND_MODELED,PASS,false,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,processed_data/draw_reality_engine_predictive_v2.csv,,processed_data/draw_system_coverage_report.csv
EL3097,Elk,San Juan Bull Elk,,Muzzleloader,,Landowner and other private big-game permit categories are target-scope inventory items but excluded from predictive public draw modeling.,true,true,true,false,false,true,,,PREDICTION_ELIGIBLE_AND_MODELED,PASS,false,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,processed_data/draw_reality_engine_predictive_v2.csv,,processed_data/draw_system_coverage_report.csv
EL3193,Elk,San Juan Bull Elk,,Archery,,Landowner and other private big-game permit categories are target-scope inventory items but excluded from predictive public draw modeling.,true,true,true,false,false,true,,,PREDICTION_ELIGIBLE_AND_MODELED,PASS,false,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,processed_data/draw_reality_engine_predictive_v2.csv,,processed_data/draw_system_coverage_report.csv
EL3194,Elk,San Juan Bull Elk,,Any Legal Weapon,,Landowner and other private big-game permit categories are target-scope inventory items but excluded from predictive public draw modeling.,true,true,true,false,true,true,,,PREDICTION_ELIGIBLE_AND_MODELED,PASS,false,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,processed_data/draw_reality_engine_predictive_v2.csv,,processed_data/draw_system_coverage_report.csv
DB1014,Deer,"San Juan, Elk Ridge",,Archery,,Modeled by the accepted Utah bonus predictive engine.,true,true,true,false,true,true,0.000407,hybrid_ml_v2.1.0,PREDICTION_ELIGIBLE_AND_MODELED,PASS,false,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,processed_data/draw_reality_engine_predictive_v2.csv,,processed_data/draw_system_coverage_report.csv
DB1022,Deer,"San Juan, Elk Ridge",,Any Legal Weapon,,Modeled by the accepted Utah bonus predictive engine.,true,true,true,false,true,true,0.000535,hybrid_ml_v2.1.0,PREDICTION_ELIGIBLE_AND_MODELED,PASS,false,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,processed_data/draw_reality_engine_predictive_v2.csv,,processed_data/draw_system_coverage_report.csv
DB1037,Deer,"San Juan, Elk Ridge",,Muzzleloader,,Modeled by the accepted Utah bonus predictive engine.,true,true,true,false,true,true,0.001357,hybrid_ml_v2.1.0,PREDICTION_ELIGIBLE_AND_MODELED,PASS,false,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,processed_data/draw_reality_engine_predictive_v2.csv,,processed_data/draw_system_coverage_report.csv
DB1046,Deer,"San Juan, Elk Ridge",,Multiseason,,Modeled by the accepted Utah bonus predictive engine.,true,true,true,false,true,true,0.000790,hybrid_ml_v2.1.0,PREDICTION_ELIGIBLE_AND_MODELED,PASS,false,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,processed_data/draw_reality_engine_predictive_v2.csv,,processed_data/draw_system_coverage_report.csv
PB5044,Pronghorn,"San Juan, Hatch Point",,Any Legal Weapon,,Modeled by the accepted Utah bonus predictive engine.,true,true,true,false,true,true,0.005917,hybrid_ml_v2.1.0,PREDICTION_ELIGIBLE_AND_MODELED,PASS,false,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,processed_data/draw_reality_engine_predictive_v2.csv,,processed_data/draw_system_coverage_report.csv
DS6606,Desert Bighorn Sheep,"San Juan, Lockhart",,Any Legal Weapon,,Modeled by the accepted Utah bonus predictive engine.,true,true,true,false,true,true,0.000703,hybrid_ml_v2.1.0,PREDICTION_ELIGIBLE_AND_MODELED,PASS,false,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,processed_data/draw_reality_engine_predictive_v2.csv,,processed_data/draw_system_coverage_report.csv
DS6607,Desert Bighorn Sheep,"San Juan, South",,Any Legal Weapon,,Modeled by the accepted Utah bonus predictive engine.,true,true,true,false,true,true,0.000541,hybrid_ml_v2.1.0,PREDICTION_ELIGIBLE_AND_MODELED,PASS,false,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,processed_data/draw_reality_engine_predictive_v2.csv,,processed_data/draw_system_coverage_report.csv
DS1004,Desert Bighorn Sheep,"San Rafael, Dirty Devil",,Any Legal Weapon,,"OTC, remaining-permit, conservation, expo, and sportsman target-scope categories are excluded from predictive draw-odds modeling.",true,true,true,false,true,true,,,PREDICTION_ELIGIBLE_AND_MODELED,PASS,false,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,processed_data/draw_reality_engine_predictive_v2.csv,,processed_data/draw_system_coverage_report.csv
DS6608,Desert Bighorn Sheep,"San Rafael, Dirty Devil",,Any Legal Weapon,,Modeled by the accepted Utah bonus predictive engine.,true,true,true,false,true,true,0.000038,hybrid_ml_v2.1.0,PREDICTION_ELIGIBLE_AND_MODELED,PASS,false,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,processed_data/draw_reality_engine_predictive_v2.csv,,processed_data/draw_system_coverage_report.csv
DS6624,Desert Bighorn Sheep,"San Rafael, Dirty Devil",,Archery,,Modeled by the accepted Utah bonus predictive engine.,true,true,true,false,true,true,0.000658,hybrid_ml_v2.1.0,PREDICTION_ELIGIBLE_AND_MODELED,PASS,false,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,processed_data/draw_reality_engine_predictive_v2.csv,,processed_data/draw_system_coverage_report.csv
DS6609,Desert Bighorn Sheep,"San Rafael, North",,Any Legal Weapon,,Modeled by the accepted Utah bonus predictive engine.,true,true,true,false,true,true,0.000451,hybrid_ml_v2.1.0,PREDICTION_ELIGIBLE_AND_MODELED,PASS,false,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,processed_data/draw_reality_engine_predictive_v2.csv,,processed_data/draw_system_coverage_report.csv
EA1084,Elk,"San Rafael, North",,Any Legal Weapon,,"Antlerless elk uses a preference-point model and only promotes rows with valid public standard-pool history, quota, and modeled preference probabilities.",true,true,true,false,true,true,100.0,,PREDICTION_ELIGIBLE_AND_MODELED,PASS,false,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,processed_data/draw_reality_engine_predictive_v2.csv,,processed_data/draw_system_coverage_report.csv
LP5046,Pronghorn,"San Rafael, North - Private Land Only",,Any Legal Weapon,,Landowner and other private big-game permit categories are target-scope inventory items but excluded from predictive public draw modeling.,true,true,true,false,true,true,,,PREDICTION_ELIGIBLE_AND_MODELED,PASS,false,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,processed_data/draw_reality_engine_predictive_v2.csv,,processed_data/draw_system_coverage_report.csv
PB5015,Pronghorn,"San Rafael, North",,Archery,,Modeled by the accepted Utah bonus predictive engine.,true,true,true,false,true,true,0.001182,hybrid_ml_v2.1.0,PREDICTION_ELIGIBLE_AND_MODELED,PASS,false,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,processed_data/draw_reality_engine_predictive_v2.csv,,processed_data/draw_system_coverage_report.csv
PB5046,Pronghorn,"San Rafael, North",,Any Legal Weapon,,Modeled by the accepted Utah bonus predictive engine.,true,true,true,false,true,true,0.000389,hybrid_ml_v2.1.0,PREDICTION_ELIGIBLE_AND_MODELED,PASS,false,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,processed_data/draw_reality_engine_predictive_v2.csv,,processed_data/draw_system_coverage_report.csv
PB5056,Pronghorn,"San Rafael, North",,Muzzleloader,,Modeled by the accepted Utah bonus predictive engine.,true,true,true,false,true,true,0.002732,hybrid_ml_v2.1.0,PREDICTION_ELIGIBLE_AND_MODELED,PASS,false,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,processed_data/draw_reality_engine_predictive_v2.csv,,processed_data/draw_system_coverage_report.csv
DS1007,Desert Bighorn Sheep,"San Rafael, South",,Any Legal Weapon,,"OTC, remaining-permit, conservation, expo, and sportsman target-scope categories are excluded from predictive draw-odds modeling.",true,true,true,false,true,true,,,PREDICTION_ELIGIBLE_AND_MODELED,PASS,false,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,processed_data/draw_reality_engine_predictive_v2.csv,,processed_data/draw_system_coverage_report.csv
DS6610,Desert Bighorn Sheep,"San Rafael, South",,Any Legal Weapon,,Modeled by the accepted Utah bonus predictive engine.,true,true,true,false,true,true,0.000040,hybrid_ml_v2.1.0,PREDICTION_ELIGIBLE_AND_MODELED,PASS,false,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,processed_data/draw_reality_engine_predictive_v2.csv,,processed_data/draw_system_coverage_report.csv
GO6820,Mountain Goat,"Wasatch Mtns, Timpanogos",,Any Legal Weapon,,Modeled by the accepted Utah bonus predictive engine.,true,true,true,false,true,true,0.000054,hybrid_ml_v2.1.0,PREDICTION_ELIGIBLE_AND_MODELED,PASS,false,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,processed_data/draw_reality_engine_predictive_v2.csv,,processed_data/draw_system_coverage_report.csv
PB5337,Pronghorn,Heist CWMU,,Any Legal Weapon,,"Public CWMU big-game permits use the Utah bonus model and only promote rows with proven public-draw source data, valid quota, and modeled bonus probabilities.",true,true,true,false,true,true,9.9,hybrid_ml_v2.1.0,PREDICTION_ELIGIBLE_AND_MODELED,PASS,false,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,processed_data/draw_reality_engine_predictive_v2.csv,,processed_data/draw_system_coverage_report.csv
PD1052,Pronghorn,Heist CWMU,,Any Legal Weapon,,"Public CWMU big-game permits use the Utah bonus model and only promote rows with proven public-draw source data, valid quota, and modeled bonus probabilities.",true,true,true,false,true,true,0.0,hybrid_ml_v2.1.0,PREDICTION_ELIGIBLE_AND_MODELED,PASS,false,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,processed_data/draw_reality_engine_predictive_v2.csv,,processed_data/draw_system_coverage_report.csv
DB1015,Deer,Diamond Mtn,,Archery,,Modeled by the accepted Utah bonus predictive engine.,true,true,true,false,true,true,0.000826,hybrid_ml_v2.1.0,PREDICTION_ELIGIBLE_AND_MODELED,PASS,false,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,processed_data/draw_reality_engine_predictive_v2.csv,,processed_data/draw_system_coverage_report.csv
DB1023,Deer,Diamond Mtn,,Any Legal Weapon,,Modeled by the accepted Utah bonus predictive engine.,true,true,true,false,true,true,0.000957,hybrid_ml_v2.1.0,PREDICTION_ELIGIBLE_AND_MODELED,PASS,false,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,processed_data/draw_reality_engine_predictive_v2.csv,,processed_data/draw_system_coverage_report.csv
DB1038,Deer,Diamond Mtn,,Muzzleloader,,Modeled by the accepted Utah bonus predictive engine.,true,true,true,false,true,true,0.001590,hybrid_ml_v2.1.0,PREDICTION_ELIGIBLE_AND_MODELED,PASS,false,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,processed_data/draw_reality_engine_predictive_v2.csv,,processed_data/draw_system_coverage_report.csv
DB1047,Deer,Diamond Mtn,,Multiseason,,Modeled by the accepted Utah bonus predictive engine.,true,true,true,false,true,true,0.002679,hybrid_ml_v2.1.0,PREDICTION_ELIGIBLE_AND_MODELED,PASS,false,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,processed_data/draw_reality_engine_predictive_v2.csv,,processed_data/draw_system_coverage_report.csv
EA1089,Elk,Diamond Mtn,,Any Legal Weapon,,"Antlerless elk uses a preference-point model and only promotes rows with valid public standard-pool history, quota, and modeled preference probabilities.",true,true,true,false,true,true,0.0,,PREDICTION_ELIGIBLE_AND_MODELED,PASS,false,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,processed_data/draw_reality_engine_predictive_v2.csv,,processed_data/draw_system_coverage_report.csv
EA1090,Elk,Diamond Mtn,,Any Legal Weapon,,"Antlerless elk uses a preference-point model and only promotes rows with valid public standard-pool history, quota, and modeled preference probabilities.",true,true,true,false,true,true,15.2,,PREDICTION_ELIGIBLE_AND_MODELED,PASS,false,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,processed_data/draw_reality_engine_predictive_v2.csv,,processed_data/draw_system_coverage_report.csv
EA2030,Elk,Diamond Mtn,,Any Legal Weapon,,"Private-lands-only antlerless elk uses an allocation/availability strategy, not preference or bonus draw odds.",true,true,true,false,true,true,,hybrid_ml_v2.1.0,PREDICTION_ELIGIBLE_AND_MODELED,PASS,false,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,processed_data/draw_reality_engine_predictive_v2.csv,,processed_data/draw_system_coverage_report.csv
EB3020,Elk,Diamond Mtn,,Archery,,Modeled by the accepted Utah bonus predictive engine.,true,true,true,false,true,true,0.002985,hybrid_ml_v2.1.0,PREDICTION_ELIGIBLE_AND_MODELED,PASS,false,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,processed_data/draw_reality_engine_predictive_v2.csv,,processed_data/draw_system_coverage_report.csv
EB3068,Elk,Diamond Mtn,,Early Any Legal Weapon,,Modeled by the accepted Utah bonus predictive engine.,true,true,true,false,true,true,0.001026,hybrid_ml_v2.1.0,PREDICTION_ELIGIBLE_AND_MODELED,PASS,false,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,processed_data/draw_reality_engine_predictive_v2.csv,,processed_data/draw_system_coverage_report.csv
EB3069,Elk,Diamond Mtn,,Mid Any Legal Weapon,,Modeled by the accepted Utah bonus predictive engine.,true,true,true,false,true,true,0.001379,hybrid_ml_v2.1.0,PREDICTION_ELIGIBLE_AND_MODELED,PASS,false,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,processed_data/draw_reality_engine_predictive_v2.csv,,processed_data/draw_system_coverage_report.csv
EB3098,Elk,Diamond Mtn,,Muzzleloader,,Modeled by the accepted Utah bonus predictive engine.,true,true,true,false,true,true,0.001736,hybrid_ml_v2.1.0,PREDICTION_ELIGIBLE_AND_MODELED,PASS,false,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,processed_data/draw_reality_engine_predictive_v2.csv,,processed_data/draw_system_coverage_report.csv
EB3122,Elk,Diamond Mtn,,Multiseason,,Modeled by the accepted Utah bonus predictive engine.,true,true,true,false,true,true,0.001497,hybrid_ml_v2.1.0,PREDICTION_ELIGIBLE_AND_MODELED,PASS,false,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,processed_data/draw_reality_engine_predictive_v2.csv,,processed_data/draw_system_coverage_report.csv
EB3195,Elk,Diamond Mtn,,Late Archery,,Modeled by the accepted Utah bonus predictive engine.,true,true,true,false,true,true,0.250000,hybrid_ml_v2.1.0,PREDICTION_ELIGIBLE_AND_MODELED,PASS,false,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,processed_data/draw_reality_engine_predictive_v2.csv,,processed_data/draw_system_coverage_report.csv
EB3196,Elk,Diamond Mtn,,Late Any Legal Weapon,,Modeled by the accepted Utah bonus predictive engine.,true,true,true,false,true,true,0.005051,hybrid_ml_v2.1.0,PREDICTION_ELIGIBLE_AND_MODELED,PASS,false,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,processed_data/draw_reality_engine_predictive_v2.csv,,processed_data/draw_system_coverage_report.csv
EL3020,Elk,Diamond Mtn,,Archery,,Landowner and other private big-game permit categories are target-scope inventory items but excluded from predictive public draw modeling.,true,true,true,false,false,true,,,PREDICTION_ELIGIBLE_AND_MODELED,PASS,false,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,processed_data/draw_reality_engine_predictive_v2.csv,,processed_data/draw_system_coverage_report.csv
